polygon_id,split,covered_by_tile
1,train,True
3,train,True
4,train,True
12,train,True
19,train,True
20,train,True
26,train,True
27,train,True
29,train,True
30,train,True
36,train,True
37,train,True
38,train,True
39,train,True
40,train,True
41,train,True
42,train,True
43,train,True
44,train,True
45,train,True
46,train,True
47,train,True
48,train,True
49,train,True
54,train,True
55,train,True
56,train,True
58,train,True
87,train,True
89,train,True
90,train,True
91,train,True
92,train,True
93,train,True
94,train,True
97,train,True
98,train,True
101,train,True
106,train,True
113,train,True
114,train,True
115,train,True
117,train,True
118,train,True
119,train,True
120,train,True
121,train,True
122,train,True
123,train,True
124,train,True
125,train,True
126,train,True
127,train,True
128,train,True
129,train,True
130,train,True
131,train,True
132,train,True
133,train,True
134,train,True
135,train,True
136,train,True
137,train,True
138,train,True
139,train,True
140,train,True
141,train,True
142,train,True
143,train,True
144,train,True
149,train,True
181,train,True
182,train,True
183,train,True
184,train,True
185,train,True
186,train,True
188,train,True
189,train,True
190,train,True
191,train,True
192,train,True
193,train,True
194,train,True
195,train,True
196,train,True
197,train,True
198,train,True
199,train,True
200,train,True
201,train,True
202,train,True
203,train,True
204,train,True
205,train,True
206,train,True
207,train,True
208,train,True
209,train,True
210,train,True
211,train,True
212,train,True
213,train,True
214,train,True
215,train,True
216,train,True
217,train,True
218,train,True
219,train,True
220,train,True
221,train,True
222,train,True
252,train,True
294,train,True
295,train,True
296,train,True
297,train,True
298,train,True
299,train,True
300,train,True
303,train,True
307,train,True
312,train,True
313,train,True
314,train,True
315,train,True
317,train,True
320,train,True
321,train,True
322,train,True
323,train,True
324,train,True
325,train,True
326,train,True
327,train,True
328,train,True
329,train,True
330,train,True
331,train,True
332,train,True
333,train,True
334,train,True
335,train,True
336,train,True
337,train,True
338,train,True
339,train,True
340,train,True
341,train,True
342,train,True
343,train,True
344,train,True
345,train,True
346,train,True
347,train,True
348,train,True
349,train,True
350,train,True
351,train,True
352,train,True
353,train,True
354,train,True
355,train,True
356,train,True
357,train,True
358,train,True
359,train,True
360,train,True
361,train,True
362,train,True
363,train,True
364,train,True
365,train,True
366,train,True
367,train,True
368,train,True
369,train,True
370,train,True
371,train,True
372,train,True
373,train,True
374,train,True
375,train,True
376,train,True
377,train,True
378,train,True
379,train,True
380,train,True
381,train,True
382,train,True
383,train,True
384,train,True
385,train,True
386,train,True
387,train,True
388,train,True
389,train,True
390,train,True
391,train,True
392,train,True
393,train,True
394,train,True
395,train,True
396,train,True
397,train,True
398,train,True
399,train,True
400,train,True
401,train,True
402,train,True
403,train,True
404,train,True
405,train,True
406,train,True
407,train,True
408,train,True
409,train,True
410,train,True
411,train,True
412,train,True
413,train,True
414,train,True
415,train,True
416,train,True
417,train,True
418,train,True
419,train,True
420,train,True
421,train,True
422,train,True
423,train,True
424,train,True
425,train,True
426,train,True
427,train,True
429,train,True
430,train,True
431,train,True
432,train,True
433,train,True
434,train,True
435,train,True
436,train,True
437,train,True
438,train,True
439,train,True
440,train,True
441,train,True
442,train,True
443,train,True
444,train,True
445,train,True
446,train,True
447,train,True
520,train,True
521,train,True
522,train,True
523,train,True
524,train,True
525,train,True
526,train,True
527,train,True
528,train,True
529,train,True
530,train,True
531,train,True
532,train,True
533,train,True
534,train,True
535,train,True
536,train,True
537,train,True
