tile_name,row_start,col_start,left,bottom,right,top
38SMB_00327_r1680_c7920,1680,7920,479200.0,3680000.0,482400.0,3683200.0
38SMB_00328_r1680_c8160,1680,8160,481600.0,3680000.0,484800.0,3683200.0
38SMB_00329_r1680_c8400,1680,8400,484000.0,3680000.0,487200.0,3683200.0
38SMB_00330_r1680_c8640,1680,8640,486400.0,3680000.0,489600.0,3683200.0
38SMB_00331_r1680_c8880,1680,8880,488800.0,3680000.0,492000.0,3683200.0
38SMB_00332_r1680_c9120,1680,9120,491200.0,3680000.0,494400.0,3683200.0
38SMB_00333_r1680_c9360,1680,9360,493600.0,3680000.0,496800.0,3683200.0
38SMB_00334_r1680_c9600,1680,9600,496000.0,3680000.0,499200.0,3683200.0
38SMB_00335_r1680_c9680,1680,9680,496800.0,3680000.0,500000.0,3683200.0
38SMB_00336_r1920_c0,1920,0,400000.0,3677600.0,403200.0,3680800.0
38SMB_00337_r1920_c240,1920,240,402400.0,3677600.0,405600.0,3680800.0
38SMB_00338_r1920_c480,1920,480,404800.0,3677600.0,408000.0,3680800.0
38SMB_00339_r1920_c720,1920,720,407200.0,3677600.0,410400.0,3680800.0
38SMB_00340_r1920_c960,1920,960,409600.0,3677600.0,412800.0,3680800.0
38SMB_00341_r1920_c1200,1920,1200,412000.0,3677600.0,415200.0,3680800.0
38SMB_00342_r1920_c1440,1920,1440,414400.0,3677600.0,417600.0,3680800.0
38SMB_00343_r1920_c1680,1920,1680,416800.0,3677600.0,420000.0,3680800.0
38SMB_00344_r1920_c1920,1920,1920,419200.0,3677600.0,422400.0,3680800.0
38SMB_00345_r1920_c2160,1920,2160,421600.0,3677600.0,424800.0,3680800.0
38SMB_00346_r1920_c2400,1920,2400,424000.0,3677600.0,427200.0,3680800.0
38SMB_00347_r1920_c2640,1920,2640,426400.0,3677600.0,429600.0,3680800.0
38SMB_00348_r1920_c2880,1920,2880,428800.0,3677600.0,432000.0,3680800.0
38SMB_00349_r1920_c3120,1920,3120,431200.0,3677600.0,434400.0,3680800.0
38SMB_00350_r1920_c3360,1920,3360,433600.0,3677600.0,436800.0,3680800.0
38SMB_00351_r1920_c3600,1920,3600,436000.0,3677600.0,439200.0,3680800.0
38SMB_00352_r1920_c3840,1920,3840,438400.0,3677600.0,441600.0,3680800.0
38SMB_00353_r1920_c4080,1920,4080,440800.0,3677600.0,444000.0,3680800.0
38SMB_00354_r1920_c4320,1920,4320,443200.0,3677600.0,446400.0,3680800.0
38SMB_00355_r1920_c4560,1920,4560,445600.0,3677600.0,448800.0,3680800.0
38SMB_00356_r1920_c4800,1920,4800,448000.0,3677600.0,451200.0,3680800.0
38SMB_00357_r1920_c5040,1920,5040,450400.0,3677600.0,453600.0,3680800.0
38SMB_00358_r1920_c5280,1920,5280,452800.0,3677600.0,456000.0,3680800.0
38SMB_00359_r1920_c5520,1920,5520,455200.0,3677600.0,458400.0,3680800.0
38SMB_00360_r1920_c5760,1920,5760,457600.0,3677600.0,460800.0,3680800.0
38SMB_00361_r1920_c6000,1920,6000,460000.0,3677600.0,463200.0,3680800.0
38SMB_00362_r1920_c6240,1920,6240,462400.0,3677600.0,465600.0,3680800.0
38SMB_00363_r1920_c6480,1920,6480,464800.0,3677600.0,468000.0,3680800.0
38SMB_00364_r1920_c6720,1920,6720,467200.0,3677600.0,470400.0,3680800.0
38SMB_00365_r1920_c6960,1920,6960,469600.0,3677600.0,472800.0,3680800.0
38SMB_00366_r1920_c7200,1920,7200,472000.0,3677600.0,475200.0,3680800.0
38SMB_00367_r1920_c7440,1920,7440,474400.0,3677600.0,477600.0,3680800.0
38SMB_00368_r1920_c7680,1920,7680,476800.0,3677600.0,480000.0,3680800.0
38SMB_00369_r1920_c7920,1920,7920,479200.0,3677600.0,482400.0,3680800.0
38SMB_00370_r1920_c8160,1920,8160,481600.0,3677600.0,484800.0,3680800.0
38SMB_00371_r1920_c8400,1920,8400,484000.0,3677600.0,487200.0,3680800.0
38SMB_00372_r1920_c8640,1920,8640,486400.0,3677600.0,489600.0,3680800.0
38SMB_00373_r1920_c8880,1920,8880,488800.0,3677600.0,492000.0,3680800.0
38SMB_00374_r1920_c9120,1920,9120,491200.0,3677600.0,494400.0,3680800.0
38SMB_00375_r1920_c9360,1920,9360,493600.0,3677600.0,496800.0,3680800.0
38SMB_00376_r1920_c9600,1920,9600,496000.0,3677600.0,499200.0,3680800.0
38SMB_00377_r1920_c9680,1920,9680,496800.0,3677600.0,500000.0,3680800.0
38SMB_00378_r2160_c0,2160,0,400000.0,3675200.0,403200.0,3678400.0
38SMB_00379_r2160_c240,2160,240,402400.0,3675200.0,405600.0,3678400.0
38SMB_00380_r2160_c480,2160,480,404800.0,3675200.0,408000.0,3678400.0
38SMB_00381_r2160_c720,2160,720,407200.0,3675200.0,410400.0,3678400.0
38SMB_00382_r2160_c960,2160,960,409600.0,3675200.0,412800.0,3678400.0
38SMB_00383_r2160_c1200,2160,1200,412000.0,3675200.0,415200.0,3678400.0
38SMB_00384_r2160_c1440,2160,1440,414400.0,3675200.0,417600.0,3678400.0
38SMB_00385_r2160_c1680,2160,1680,416800.0,3675200.0,420000.0,3678400.0
38SMB_00386_r2160_c1920,2160,1920,419200.0,3675200.0,422400.0,3678400.0
38SMB_00387_r2160_c2160,2160,2160,421600.0,3675200.0,424800.0,3678400.0
38SMB_00388_r2160_c2400,2160,2400,424000.0,3675200.0,427200.0,3678400.0
38SMB_00389_r2160_c2640,2160,2640,426400.0,3675200.0,429600.0,3678400.0
38SMB_00390_r2160_c2880,2160,2880,428800.0,3675200.0,432000.0,3678400.0
38SMB_00391_r2160_c3120,2160,3120,431200.0,3675200.0,434400.0,3678400.0
38SMB_00392_r2160_c3360,2160,3360,433600.0,3675200.0,436800.0,3678400.0
38SMB_00393_r2160_c3600,2160,3600,436000.0,3675200.0,439200.0,3678400.0
38SMB_00394_r2160_c3840,2160,3840,438400.0,3675200.0,441600.0,3678400.0
38SMB_00395_r2160_c4080,2160,4080,440800.0,3675200.0,444000.0,3678400.0
38SMB_00396_r2160_c4320,2160,4320,443200.0,3675200.0,446400.0,3678400.0
38SMB_00397_r2160_c4560,2160,4560,445600.0,3675200.0,448800.0,3678400.0
38SMB_00398_r2160_c4800,2160,4800,448000.0,3675200.0,451200.0,3678400.0
38SMB_00399_r2160_c5040,2160,5040,450400.0,3675200.0,453600.0,3678400.0
38SMB_00400_r2160_c5280,2160,5280,452800.0,3675200.0,456000.0,3678400.0
38SMB_00401_r2160_c5520,2160,5520,455200.0,3675200.0,458400.0,3678400.0
38SMB_00402_r2160_c5760,2160,5760,457600.0,3675200.0,460800.0,3678400.0
38SMB_00403_r2160_c6000,2160,6000,460000.0,3675200.0,463200.0,3678400.0
38SMB_00404_r2160_c6240,2160,6240,462400.0,3675200.0,465600.0,3678400.0
38SMB_00405_r2160_c6480,2160,6480,464800.0,3675200.0,468000.0,3678400.0
38SMB_00406_r2160_c6720,2160,6720,467200.0,3675200.0,470400.0,3678400.0
38SMB_00407_r2160_c6960,2160,6960,469600.0,3675200.0,472800.0,3678400.0
38SMB_00408_r2160_c7200,2160,7200,472000.0,3675200.0,475200.0,3678400.0
38SMB_00409_r2160_c7440,2160,7440,474400.0,3675200.0,477600.0,3678400.0
38SMB_00410_r2160_c7680,2160,7680,476800.0,3675200.0,480000.0,3678400.0
38SMB_00411_r2160_c7920,2160,7920,479200.0,3675200.0,482400.0,3678400.0
38SMB_00412_r2160_c8160,2160,8160,481600.0,3675200.0,484800.0,3678400.0
38SMB_00413_r2160_c8400,2160,8400,484000.0,3675200.0,487200.0,3678400.0
38SMB_00414_r2160_c8640,2160,8640,486400.0,3675200.0,489600.0,3678400.0
38SMB_00415_r2160_c8880,2160,8880,488800.0,3675200.0,492000.0,3678400.0
38SMB_00416_r2160_c9120,2160,9120,491200.0,3675200.0,494400.0,3678400.0
38SMB_00417_r2160_c9360,2160,9360,493600.0,3675200.0,496800.0,3678400.0
38SMB_00418_r2160_c9600,2160,9600,496000.0,3675200.0,499200.0,3678400.0
38SMB_00419_r2160_c9680,2160,9680,496800.0,3675200.0,500000.0,3678400.0
38SMB_00420_r2400_c0,2400,0,400000.0,3672800.0,403200.0,3676000.0
38SMB_00421_r2400_c240,2400,240,402400.0,3672800.0,405600.0,3676000.0
38SMB_00422_r2400_c480,2400,480,404800.0,3672800.0,408000.0,3676000.0
38SMB_00423_r2400_c720,2400,720,407200.0,3672800.0,410400.0,3676000.0
38SMB_00424_r2400_c960,2400,960,409600.0,3672800.0,412800.0,3676000.0
38SMB_00425_r2400_c1200,2400,1200,412000.0,3672800.0,415200.0,3676000.0
38SMB_00426_r2400_c1440,2400,1440,414400.0,3672800.0,417600.0,3676000.0
38SMB_00427_r2400_c1680,2400,1680,416800.0,3672800.0,420000.0,3676000.0
38SMB_00428_r2400_c1920,2400,1920,419200.0,3672800.0,422400.0,3676000.0
38SMB_00429_r2400_c2160,2400,2160,421600.0,3672800.0,424800.0,3676000.0
38SMB_00430_r2400_c2400,2400,2400,424000.0,3672800.0,427200.0,3676000.0
38SMB_00431_r2400_c2640,2400,2640,426400.0,3672800.0,429600.0,3676000.0
38SMB_00432_r2400_c2880,2400,2880,428800.0,3672800.0,432000.0,3676000.0
38SMB_00433_r2400_c3120,2400,3120,431200.0,3672800.0,434400.0,3676000.0
38SMB_00434_r2400_c3360,2400,3360,433600.0,3672800.0,436800.0,3676000.0
38SMB_00435_r2400_c3600,2400,3600,436000.0,3672800.0,439200.0,3676000.0
38SMB_00436_r2400_c3840,2400,3840,438400.0,3672800.0,441600.0,3676000.0
38SMB_00437_r2400_c4080,2400,4080,440800.0,3672800.0,444000.0,3676000.0
38SMB_00438_r2400_c4320,2400,4320,443200.0,3672800.0,446400.0,3676000.0
38SMB_00439_r2400_c4560,2400,4560,445600.0,3672800.0,448800.0,3676000.0
38SMB_00440_r2400_c4800,2400,4800,448000.0,3672800.0,451200.0,3676000.0
38SMB_00441_r2400_c5040,2400,5040,450400.0,3672800.0,453600.0,3676000.0
38SMB_00442_r2400_c5280,2400,5280,452800.0,3672800.0,456000.0,3676000.0
38SMB_00443_r2400_c5520,2400,5520,455200.0,3672800.0,458400.0,3676000.0
38SMB_00444_r2400_c5760,2400,5760,457600.0,3672800.0,460800.0,3676000.0
38SMB_00445_r2400_c6000,2400,6000,460000.0,3672800.0,463200.0,3676000.0
38SMB_00446_r2400_c6240,2400,6240,462400.0,3672800.0,465600.0,3676000.0
38SMB_00447_r2400_c6480,2400,6480,464800.0,3672800.0,468000.0,3676000.0
38SMB_00448_r2400_c6720,2400,6720,467200.0,3672800.0,470400.0,3676000.0
38SMB_00449_r2400_c6960,2400,6960,469600.0,3672800.0,472800.0,3676000.0
38SMB_00450_r2400_c7200,2400,7200,472000.0,3672800.0,475200.0,3676000.0
38SMB_00451_r2400_c7440,2400,7440,474400.0,3672800.0,477600.0,3676000.0
38SMB_00452_r2400_c7680,2400,7680,476800.0,3672800.0,480000.0,3676000.0
38SMB_00453_r2400_c7920,2400,7920,479200.0,3672800.0,482400.0,3676000.0
38SMB_00454_r2400_c8160,2400,8160,481600.0,3672800.0,484800.0,3676000.0
38SMB_00455_r2400_c8400,2400,8400,484000.0,3672800.0,487200.0,3676000.0
38SMB_00456_r2400_c8640,2400,8640,486400.0,3672800.0,489600.0,3676000.0
38SMB_00457_r2400_c8880,2400,8880,488800.0,3672800.0,492000.0,3676000.0
38SMB_00458_r2400_c9120,2400,9120,491200.0,3672800.0,494400.0,3676000.0
38SMB_00459_r2400_c9360,2400,9360,493600.0,3672800.0,496800.0,3676000.0
38SMB_00460_r2400_c9600,2400,9600,496000.0,3672800.0,499200.0,3676000.0
38SMB_00461_r2400_c9680,2400,9680,496800.0,3672800.0,500000.0,3676000.0
38SMB_00462_r2640_c0,2640,0,400000.0,3670400.0,403200.0,3673600.0
38SMB_00463_r2640_c240,2640,240,402400.0,3670400.0,405600.0,3673600.0
38SMB_00464_r2640_c480,2640,480,404800.0,3670400.0,408000.0,3673600.0
38SMB_00465_r2640_c720,2640,720,407200.0,3670400.0,410400.0,3673600.0
38SMB_00466_r2640_c960,2640,960,409600.0,3670400.0,412800.0,3673600.0
38SMB_00467_r2640_c1200,2640,1200,412000.0,3670400.0,415200.0,3673600.0
38SMB_00468_r2640_c1440,2640,1440,414400.0,3670400.0,417600.0,3673600.0
38SMB_00469_r2640_c1680,2640,1680,416800.0,3670400.0,420000.0,3673600.0
38SMB_00470_r2640_c1920,2640,1920,419200.0,3670400.0,422400.0,3673600.0
38SMB_00471_r2640_c2160,2640,2160,421600.0,3670400.0,424800.0,3673600.0
38SMB_00472_r2640_c2400,2640,2400,424000.0,3670400.0,427200.0,3673600.0
38SMB_00473_r2640_c2640,2640,2640,426400.0,3670400.0,429600.0,3673600.0
38SMB_00474_r2640_c2880,2640,2880,428800.0,3670400.0,432000.0,3673600.0
38SMB_00475_r2640_c3120,2640,3120,431200.0,3670400.0,434400.0,3673600.0
38SMB_00476_r2640_c3360,2640,3360,433600.0,3670400.0,436800.0,3673600.0
38SMB_00477_r2640_c3600,2640,3600,436000.0,3670400.0,439200.0,3673600.0
38SMB_00478_r2640_c3840,2640,3840,438400.0,3670400.0,441600.0,3673600.0
38SMB_00479_r2640_c4080,2640,4080,440800.0,3670400.0,444000.0,3673600.0
38SMB_00480_r2640_c4320,2640,4320,443200.0,3670400.0,446400.0,3673600.0
38SMB_00481_r2640_c4560,2640,4560,445600.0,3670400.0,448800.0,3673600.0
38SMB_00482_r2640_c4800,2640,4800,448000.0,3670400.0,451200.0,3673600.0
38SMB_00483_r2640_c5040,2640,5040,450400.0,3670400.0,453600.0,3673600.0
38SMB_00484_r2640_c5280,2640,5280,452800.0,3670400.0,456000.0,3673600.0
38SMB_00485_r2640_c5520,2640,5520,455200.0,3670400.0,458400.0,3673600.0
38SMB_00486_r2640_c5760,2640,5760,457600.0,3670400.0,460800.0,3673600.0
38SMB_00487_r2640_c6000,2640,6000,460000.0,3670400.0,463200.0,3673600.0
38SMB_00488_r2640_c6240,2640,6240,462400.0,3670400.0,465600.0,3673600.0
38SMB_00489_r2640_c6480,2640,6480,464800.0,3670400.0,468000.0,3673600.0
38SMB_00490_r2640_c6720,2640,6720,467200.0,3670400.0,470400.0,3673600.0
38SMB_00491_r2640_c6960,2640,6960,469600.0,3670400.0,472800.0,3673600.0
38SMB_00492_r2640_c7200,2640,7200,472000.0,3670400.0,475200.0,3673600.0
38SMB_00493_r2640_c7440,2640,7440,474400.0,3670400.0,477600.0,3673600.0
38SMB_00494_r2640_c7680,2640,7680,476800.0,3670400.0,480000.0,3673600.0
38SMB_00495_r2640_c7920,2640,7920,479200.0,3670400.0,482400.0,3673600.0
38SMB_00496_r2640_c8160,2640,8160,481600.0,3670400.0,484800.0,3673600.0
38SMB_00497_r2640_c8400,2640,8400,484000.0,3670400.0,487200.0,3673600.0
38SMB_00498_r2640_c8640,2640,8640,486400.0,3670400.0,489600.0,3673600.0
38SMB_00499_r2640_c8880,2640,8880,488800.0,3670400.0,492000.0,3673600.0
38SMB_00500_r2640_c9120,2640,9120,491200.0,3670400.0,494400.0,3673600.0
38SMB_00501_r2640_c9360,2640,9360,493600.0,3670400.0,496800.0,3673600.0
38SMB_00502_r2640_c9600,2640,9600,496000.0,3670400.0,499200.0,3673600.0
38SMB_00503_r2640_c9680,2640,9680,496800.0,3670400.0,500000.0,3673600.0
38SMB_00504_r2880_c0,2880,0,400000.0,3668000.0,403200.0,3671200.0
38SMB_00505_r2880_c240,2880,240,402400.0,3668000.0,405600.0,3671200.0
38SMB_00506_r2880_c480,2880,480,404800.0,3668000.0,408000.0,3671200.0
38SMB_00507_r2880_c720,2880,720,407200.0,3668000.0,410400.0,3671200.0
38SMB_00508_r2880_c960,2880,960,409600.0,3668000.0,412800.0,3671200.0
38SMB_00509_r2880_c1200,2880,1200,412000.0,3668000.0,415200.0,3671200.0
38SMB_00510_r2880_c1440,2880,1440,414400.0,3668000.0,417600.0,3671200.0
38SMB_00511_r2880_c1680,2880,1680,416800.0,3668000.0,420000.0,3671200.0
38SMB_00512_r2880_c1920,2880,1920,419200.0,3668000.0,422400.0,3671200.0
38SMB_00513_r2880_c2160,2880,2160,421600.0,3668000.0,424800.0,3671200.0
38SMB_00514_r2880_c2400,2880,2400,424000.0,3668000.0,427200.0,3671200.0
38SMB_00515_r2880_c2640,2880,2640,426400.0,3668000.0,429600.0,3671200.0
38SMB_00516_r2880_c2880,2880,2880,428800.0,3668000.0,432000.0,3671200.0
38SMB_00517_r2880_c3120,2880,3120,431200.0,3668000.0,434400.0,3671200.0
38SMB_00518_r2880_c3360,2880,3360,433600.0,3668000.0,436800.0,3671200.0
38SMB_00519_r2880_c3600,2880,3600,436000.0,3668000.0,439200.0,3671200.0
38SMB_00520_r2880_c3840,2880,3840,438400.0,3668000.0,441600.0,3671200.0
38SMB_00521_r2880_c4080,2880,4080,440800.0,3668000.0,444000.0,3671200.0
38SMB_00522_r2880_c4320,2880,4320,443200.0,3668000.0,446400.0,3671200.0
38SMB_00523_r2880_c4560,2880,4560,445600.0,3668000.0,448800.0,3671200.0
38SMB_00524_r2880_c4800,2880,4800,448000.0,3668000.0,451200.0,3671200.0
38SMB_00525_r2880_c5040,2880,5040,450400.0,3668000.0,453600.0,3671200.0
38SMB_00526_r2880_c5280,2880,5280,452800.0,3668000.0,456000.0,3671200.0
38SMB_00527_r2880_c5520,2880,5520,455200.0,3668000.0,458400.0,3671200.0
38SMB_00528_r2880_c5760,2880,5760,457600.0,3668000.0,460800.0,3671200.0
38SMB_00529_r2880_c6000,2880,6000,460000.0,3668000.0,463200.0,3671200.0
38SMB_00530_r2880_c6240,2880,6240,462400.0,3668000.0,465600.0,3671200.0
38SMB_00531_r2880_c6480,2880,6480,464800.0,3668000.0,468000.0,3671200.0
38SMB_00532_r2880_c6720,2880,6720,467200.0,3668000.0,470400.0,3671200.0
38SMB_00533_r2880_c6960,2880,6960,469600.0,3668000.0,472800.0,3671200.0
38SMB_00534_r2880_c7200,2880,7200,472000.0,3668000.0,475200.0,3671200.0
38SMB_00535_r2880_c7440,2880,7440,474400.0,3668000.0,477600.0,3671200.0
38SMB_00536_r2880_c7680,2880,7680,476800.0,3668000.0,480000.0,3671200.0
38SMB_00537_r2880_c7920,2880,7920,479200.0,3668000.0,482400.0,3671200.0
38SMB_00538_r2880_c8160,2880,8160,481600.0,3668000.0,484800.0,3671200.0
38SMB_00539_r2880_c8400,2880,8400,484000.0,3668000.0,487200.0,3671200.0
38SMB_00540_r2880_c8640,2880,8640,486400.0,3668000.0,489600.0,3671200.0
38SMB_00541_r2880_c8880,2880,8880,488800.0,3668000.0,492000.0,3671200.0
38SMB_00542_r2880_c9120,2880,9120,491200.0,3668000.0,494400.0,3671200.0
38SMB_00543_r2880_c9360,2880,9360,493600.0,3668000.0,496800.0,3671200.0
38SMB_00544_r2880_c9600,2880,9600,496000.0,3668000.0,499200.0,3671200.0
38SMB_00545_r2880_c9680,2880,9680,496800.0,3668000.0,500000.0,3671200.0
38SMB_00546_r3120_c0,3120,0,400000.0,3665600.0,403200.0,3668800.0
38SMB_00547_r3120_c240,3120,240,402400.0,3665600.0,405600.0,3668800.0
38SMB_00548_r3120_c480,3120,480,404800.0,3665600.0,408000.0,3668800.0
38SMB_00549_r3120_c720,3120,720,407200.0,3665600.0,410400.0,3668800.0
38SMB_00550_r3120_c960,3120,960,409600.0,3665600.0,412800.0,3668800.0
38SMB_00551_r3120_c1200,3120,1200,412000.0,3665600.0,415200.0,3668800.0
38SMB_00552_r3120_c1440,3120,1440,414400.0,3665600.0,417600.0,3668800.0
38SMB_00553_r3120_c1680,3120,1680,416800.0,3665600.0,420000.0,3668800.0
38SMB_00554_r3120_c1920,3120,1920,419200.0,3665600.0,422400.0,3668800.0
38SMB_00555_r3120_c2160,3120,2160,421600.0,3665600.0,424800.0,3668800.0
38SMB_00556_r3120_c2400,3120,2400,424000.0,3665600.0,427200.0,3668800.0
38SMB_00557_r3120_c2640,3120,2640,426400.0,3665600.0,429600.0,3668800.0
38SMB_00558_r3120_c2880,3120,2880,428800.0,3665600.0,432000.0,3668800.0
38SMB_00559_r3120_c3120,3120,3120,431200.0,3665600.0,434400.0,3668800.0
38SMB_00560_r3120_c3360,3120,3360,433600.0,3665600.0,436800.0,3668800.0
38SMB_00561_r3120_c3600,3120,3600,436000.0,3665600.0,439200.0,3668800.0
38SMB_00562_r3120_c3840,3120,3840,438400.0,3665600.0,441600.0,3668800.0
38SMB_00563_r3120_c4080,3120,4080,440800.0,3665600.0,444000.0,3668800.0
38SMB_00564_r3120_c4320,3120,4320,443200.0,3665600.0,446400.0,3668800.0
38SMB_00565_r3120_c4560,3120,4560,445600.0,3665600.0,448800.0,3668800.0
38SMB_00566_r3120_c4800,3120,4800,448000.0,3665600.0,451200.0,3668800.0
38SMB_00567_r3120_c5040,3120,5040,450400.0,3665600.0,453600.0,3668800.0
38SMB_00568_r3120_c5280,3120,5280,452800.0,3665600.0,456000.0,3668800.0
38SMB_00569_r3120_c5520,3120,5520,455200.0,3665600.0,458400.0,3668800.0
38SMB_00570_r3120_c5760,3120,5760,457600.0,3665600.0,460800.0,3668800.0
38SMB_00571_r3120_c6000,3120,6000,460000.0,3665600.0,463200.0,3668800.0
38SMB_00572_r3120_c6240,3120,6240,462400.0,3665600.0,465600.0,3668800.0
38SMB_00573_r3120_c6480,3120,6480,464800.0,3665600.0,468000.0,3668800.0
38SMB_00574_r3120_c6720,3120,6720,467200.0,3665600.0,470400.0,3668800.0
38SMB_00575_r3120_c6960,3120,6960,469600.0,3665600.0,472800.0,3668800.0
38SMB_00576_r3120_c7200,3120,7200,472000.0,3665600.0,475200.0,3668800.0
38SMB_00577_r3120_c7440,3120,7440,474400.0,3665600.0,477600.0,3668800.0
38SMB_00578_r3120_c7680,3120,7680,476800.0,3665600.0,480000.0,3668800.0
38SMB_00579_r3120_c7920,3120,7920,479200.0,3665600.0,482400.0,3668800.0
38SMB_00580_r3120_c8160,3120,8160,481600.0,3665600.0,484800.0,3668800.0
38SMB_00581_r3120_c8400,3120,8400,484000.0,3665600.0,487200.0,3668800.0
38SMB_00582_r3120_c8640,3120,8640,486400.0,3665600.0,489600.0,3668800.0
38SMB_00583_r3120_c8880,3120,8880,488800.0,3665600.0,492000.0,3668800.0
38SMB_00584_r3120_c9120,3120,9120,491200.0,3665600.0,494400.0,3668800.0
38SMB_00585_r3120_c9360,3120,9360,493600.0,3665600.0,496800.0,3668800.0
38SMB_00586_r3120_c9600,3120,9600,496000.0,3665600.0,499200.0,3668800.0
38SMB_00587_r3120_c9680,3120,9680,496800.0,3665600.0,500000.0,3668800.0
38SMB_00588_r3360_c0,3360,0,400000.0,3663200.0,403200.0,3666400.0
38SMB_00589_r3360_c240,3360,240,402400.0,3663200.0,405600.0,3666400.0
38SMB_00590_r3360_c480,3360,480,404800.0,3663200.0,408000.0,3666400.0
38SMB_00591_r3360_c720,3360,720,407200.0,3663200.0,410400.0,3666400.0
38SMB_00592_r3360_c960,3360,960,409600.0,3663200.0,412800.0,3666400.0
38SMB_00593_r3360_c1200,3360,1200,412000.0,3663200.0,415200.0,3666400.0
38SMB_00594_r3360_c1440,3360,1440,414400.0,3663200.0,417600.0,3666400.0
38SMB_00595_r3360_c1680,3360,1680,416800.0,3663200.0,420000.0,3666400.0
38SMB_00596_r3360_c1920,3360,1920,419200.0,3663200.0,422400.0,3666400.0
38SMB_00597_r3360_c2160,3360,2160,421600.0,3663200.0,424800.0,3666400.0
38SMB_00598_r3360_c2400,3360,2400,424000.0,3663200.0,427200.0,3666400.0
38SMB_00599_r3360_c2640,3360,2640,426400.0,3663200.0,429600.0,3666400.0
38SMB_00600_r3360_c2880,3360,2880,428800.0,3663200.0,432000.0,3666400.0
38SMB_00601_r3360_c3120,3360,3120,431200.0,3663200.0,434400.0,3666400.0
38SMB_00602_r3360_c3360,3360,3360,433600.0,3663200.0,436800.0,3666400.0
38SMB_00603_r3360_c3600,3360,3600,436000.0,3663200.0,439200.0,3666400.0
38SMB_00604_r3360_c3840,3360,3840,438400.0,3663200.0,441600.0,3666400.0
38SMB_00605_r3360_c4080,3360,4080,440800.0,3663200.0,444000.0,3666400.0
38SMB_00606_r3360_c4320,3360,4320,443200.0,3663200.0,446400.0,3666400.0
38SMB_00607_r3360_c4560,3360,4560,445600.0,3663200.0,448800.0,3666400.0
38SMB_00608_r3360_c4800,3360,4800,448000.0,3663200.0,451200.0,3666400.0
38SMB_00609_r3360_c5040,3360,5040,450400.0,3663200.0,453600.0,3666400.0
38SMB_00610_r3360_c5280,3360,5280,452800.0,3663200.0,456000.0,3666400.0
38SMB_00611_r3360_c5520,3360,5520,455200.0,3663200.0,458400.0,3666400.0
38SMB_00612_r3360_c5760,3360,5760,457600.0,3663200.0,460800.0,3666400.0
38SMB_00613_r3360_c6000,3360,6000,460000.0,3663200.0,463200.0,3666400.0
38SMB_00614_r3360_c6240,3360,6240,462400.0,3663200.0,465600.0,3666400.0
38SMB_00615_r3360_c6480,3360,6480,464800.0,3663200.0,468000.0,3666400.0
38SMB_00616_r3360_c6720,3360,6720,467200.0,3663200.0,470400.0,3666400.0
38SMB_00617_r3360_c6960,3360,6960,469600.0,3663200.0,472800.0,3666400.0
38SMB_00618_r3360_c7200,3360,7200,472000.0,3663200.0,475200.0,3666400.0
38SMB_00619_r3360_c7440,3360,7440,474400.0,3663200.0,477600.0,3666400.0
38SMB_00620_r3360_c7680,3360,7680,476800.0,3663200.0,480000.0,3666400.0
38SMB_00621_r3360_c7920,3360,7920,479200.0,3663200.0,482400.0,3666400.0
38SMB_00622_r3360_c8160,3360,8160,481600.0,3663200.0,484800.0,3666400.0
38SMB_00623_r3360_c8400,3360,8400,484000.0,3663200.0,487200.0,3666400.0
38SMB_00624_r3360_c8640,3360,8640,486400.0,3663200.0,489600.0,3666400.0
38SMB_00625_r3360_c8880,3360,8880,488800.0,3663200.0,492000.0,3666400.0
38SMB_00626_r3360_c9120,3360,9120,491200.0,3663200.0,494400.0,3666400.0
38SMB_00627_r3360_c9360,3360,9360,493600.0,3663200.0,496800.0,3666400.0
38SMB_00628_r3360_c9600,3360,9600,496000.0,3663200.0,499200.0,3666400.0
38SMB_00629_r3360_c9680,3360,9680,496800.0,3663200.0,500000.0,3666400.0
38SMB_00630_r3600_c0,3600,0,400000.0,3660800.0,403200.0,3664000.0
38SMB_00631_r3600_c240,3600,240,402400.0,3660800.0,405600.0,3664000.0
38SMB_00632_r3600_c480,3600,480,404800.0,3660800.0,408000.0,3664000.0
38SMB_00633_r3600_c720,3600,720,407200.0,3660800.0,410400.0,3664000.0
38SMB_00634_r3600_c960,3600,960,409600.0,3660800.0,412800.0,3664000.0
38SMB_00635_r3600_c1200,3600,1200,412000.0,3660800.0,415200.0,3664000.0
38SMB_00636_r3600_c1440,3600,1440,414400.0,3660800.0,417600.0,3664000.0
38SMB_00637_r3600_c1680,3600,1680,416800.0,3660800.0,420000.0,3664000.0
38SMB_00638_r3600_c1920,3600,1920,419200.0,3660800.0,422400.0,3664000.0
38SMB_00639_r3600_c2160,3600,2160,421600.0,3660800.0,424800.0,3664000.0
38SMB_00640_r3600_c2400,3600,2400,424000.0,3660800.0,427200.0,3664000.0
38SMB_00641_r3600_c2640,3600,2640,426400.0,3660800.0,429600.0,3664000.0
38SMB_00642_r3600_c2880,3600,2880,428800.0,3660800.0,432000.0,3664000.0
38SMB_00643_r3600_c3120,3600,3120,431200.0,3660800.0,434400.0,3664000.0
38SMB_00644_r3600_c3360,3600,3360,433600.0,3660800.0,436800.0,3664000.0
38SMB_00645_r3600_c3600,3600,3600,436000.0,3660800.0,439200.0,3664000.0
