tile_name,ground_truth_boxes,predicted_boxes,true_positives,false_positives,false_negatives,maximum_true_positive_confidence,maximum_false_positive_confidence
test_0000_r0_c7354,0,0,0,0,0,0.0,0.0
test_0001_r0_c7738,0,0,0,0,0,0.0,0.0
test_0002_r0_c8122,0,0,0,0,0,0.0,0.0
test_0003_r0_c8506,1,0,0,0,1,0.0,0.0
test_0004_r0_c8890,1,0,0,0,1,0.0,0.0
test_0005_r0_c9274,1,0,0,0,1,0.0,0.0
test_0006_r0_c9658,1,1,1,0,0,0.1000843197107315,0.0
test_0007_r0_c10042,0,0,0,0,0,0.0,0.0
test_0008_r0_c10426,0,0,0,0,0,0.0,0.0
test_0009_r0_c10470,0,0,0,0,0,0.0,0.0
test_0010_r384_c7354,0,0,0,0,0,0.0,0.0
test_0011_r384_c7738,1,0,0,0,1,0.0,0.0
test_0012_r384_c8122,3,0,0,0,3,0.0,0.0
test_0013_r384_c8506,2,1,0,1,2,0.0,0.11059547960758209
test_0014_r384_c8890,1,0,0,0,1,0.0,0.0
test_0015_r384_c9274,1,0,0,0,1,0.0,0.0
test_0016_r384_c9658,3,0,0,0,3,0.0,0.0
test_0017_r384_c10042,0,0,0,0,0,0.0,0.0
test_0018_r384_c10426,1,1,1,0,0,0.1115708127617836,0.0
test_0019_r384_c10470,1,1,1,0,0,0.11253582686185837,0.0
test_0020_r768_c7354,0,0,0,0,0,0.0,0.0
test_0021_r768_c7738,1,0,0,0,1,0.0,0.0
test_0022_r768_c8122,2,1,0,1,2,0.0,0.10654284060001373
test_0023_r768_c8506,5,0,0,0,5,0.0,0.0
test_0024_r768_c8890,2,1,1,0,1,0.1083364486694336,0.0
test_0025_r768_c9274,4,0,0,0,4,0.0,0.0
test_0026_r768_c9658,1,0,0,0,1,0.0,0.0
test_0027_r768_c10042,0,0,0,0,0,0.0,0.0
test_0028_r768_c10426,1,0,0,0,1,0.0,0.0
test_0029_r768_c10470,1,0,0,0,1,0.0,0.0
test_0030_r1152_c7354,1,0,0,0,1,0.0,0.0
test_0031_r1152_c7738,1,0,0,0,1,0.0,0.0
test_0032_r1152_c8122,0,0,0,0,0,0.0,0.0
test_0033_r1152_c8506,0,0,0,0,0,0.0,0.0
test_0034_r1152_c8890,1,1,1,0,0,0.10170771181583405,0.0
test_0035_r1152_c9274,2,0,0,0,2,0.0,0.0
test_0036_r1152_c9658,0,0,0,0,0,0.0,0.0
test_0037_r1152_c10042,0,0,0,0,0,0.0,0.0
test_0038_r1152_c10426,0,0,0,0,0,0.0,0.0
test_0039_r1152_c10470,0,0,0,0,0,0.0,0.0
test_0040_r1536_c7354,1,0,0,0,1,0.0,0.0
test_0041_r1536_c7738,0,0,0,0,0,0.0,0.0
test_0042_r1536_c8122,0,0,0,0,0,0.0,0.0
test_0043_r1536_c8506,0,0,0,0,0,0.0,0.0
test_0044_r1536_c8890,0,0,0,0,0,0.0,0.0
